"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 02- 10","374.50","368.50","375.50","368.50","258.23K","1.35%"
"2017- 02- 09","369.50","369.50","372.75","367.50","302.88K","-0.34%"
"2017- 02- 08","370.75","368.00","371.00","366.50","215.52K","0.61%"
"2017- 02- 07","368.50","363.75","369.00","362.50","201.07K","1.31%"
"2017- 02- 06","363.75","364.00","368.75","362.50","123.03K","-0.41%"
"2017- 02- 03","365.25","365.75","367.75","364.00","131.49K","-0.61%"
"2017- 02- 02","367.50","367.50","369.75","366.25","161.84K","-0.20%"
"2017- 02- 01","368.25","360.00","368.50","358.00","238.05K","2.36%"
"2017- 01- 31","359.75","358.50","361.25","357.75","144.84K","0.56%"
"2017- 01- 30","357.75","361.50","361.75","355.75","185.50K","-1.31%"
"2017- 01- 27","362.50","363.25","364.25","360.50","131.33K","-0.34%"
"2017- 01- 26","363.75","366.00","366.75","362.00","115.94K","-0.68%"
"2017- 01- 25","366.25","363.25","366.75","361.00","144.57K","0.83%"
"2017- 01- 24","363.25","369.25","371.00","362.25","198.15K","-1.69%"
"2017- 01- 23","369.50","369.50","370.00","367.50","145.75K","-0.07%"
"2017- 01- 20","369.75","366.00","370.00","365.00","199.86K","0.96%"
"2017- 01- 19","366.25","364.00","367.50","362.75","167.43K","0.34%"
"2017- 01- 18","365.00","364.50","367.75","362.75","210.57K","-0.14%"
"2017- 01- 17","365.50","359.00","366.50","358.50","317.61K","1.95%"
"2017- 01- 13","358.50","357.50","359.50","355.25","168.02K","0.07%"
"2017- 01- 12","358.25","357.00","360.00","353.00","256.25K","0.28%"
"2017- 01- 11","357.25","357.75","358.25","352.00","209.46K","-0.28%"
"2017- 01- 10","358.25","359.25","359.50","357.25","134.08K","-0.49%"
"2017- 01- 09","360.00","359.00","360.75","355.25","185.76K","0.56%"
"2017- 01- 06","358.00","360.75","362.50","356.75","166.34K","-0.90%"
"2017- 01- 05","361.25","359.50","362.75","358.50","194.54K","0.42%"
"2017- 01- 04","359.75","355.00","360.00","354.75","171.29K","1.12%"
"2017- 01- 03","355.75","352.00","358.50","351.50","174.70K","1.07%"
"2016- 12- 30","352.00","349.50","353.00","347.75","112.01K","0.64%"
"2016- 12- 29","349.75","348.25","351.00","347.50","92.60K","0.43%"
"2016- 12- 28","348.25","354.25","354.75","347.25","122.29K","-1.90%"
"2016- 12- 27","355.00","346.50","356.00","346.25","132.72K","2.68%"
"2016- 12- 23","345.75","347.00","347.75","345.50","79.91K","-0.43%"
"2016- 12- 22","347.25","347.25","348.00","346.00","97.05K","0.00%"
"2016- 12- 21","347.25","350.00","351.25","346.75","105.21K","-0.86%"
"2016- 12- 20","350.25","353.25","353.75","349.25","103.80K","-0.85%"
"2016- 12- 19","353.25","356.00","356.75","351.50","93.94K","-0.84%"
"2016- 12- 16","356.25","356.00","359.00","353.50","113.01K","-0.07%"
"2016- 12- 15","356.50","361.50","363.00","356.25","136.20K","1.35%"
"2016- 12- 14","351.75","356.75","357.00","353.50","0.52K","-1.26%"
"2016- 12- 13","356.25","355.25","359.00","353.50","1.37K","0.49%"
"2016- 12- 12","354.50","352.25","355.00","349.75","2.00K","0.57%"
"2016- 12- 09","352.50","349.00","352.50","344.50","1.72K","1.73%"
"2016- 12- 08","346.50","350.25","352.75","344.25","1.94K","-1.14%"
"2016- 12- 07","350.50","350.25","351.00","347.25","2.35K","-0.14%"
"2016- 12- 06","351.00","348.25","354.00","348.25","2.55K","0.43%"
"2016- 12- 05","349.50","337.50","350.00","337.50","4.15K","3.56%"
"2016- 12- 02","337.50","332.75","338.00","332.75","8.16K","1.73%"
"2016- 12- 01","331.75","337.00","338.25","331.00","8.93K","-1.48%"
"2016- 11- 30","336.75","337.25","341.75","336.00","35.07K","0.00%"
"2016- 11- 29","336.75","348.00","348.25","335.50","190.80K","-3.37%"
"2016- 11- 28","348.50","349.25","353.00","346.75","208.95K","-0.21%"
"2016- 11- 25","349.25","349.75","350.75","348.50","176.20K","-0.43%"
"2016- 11- 23","350.75","350.25","351.00","346.50","190.75K","-0.07%"
"2016- 11- 22","351.00","349.50","351.75","346.00","197.45K","0.36%"
"2016- 11- 21","349.75","345.25","350.00","344.75","169.05K","1.23%"
"2016- 11- 18","345.50","342.00","346.75","340.50","171.45K","1.02%"
"2016- 11- 17","342.00","339.00","343.50","338.25","192.49K","1.03%"
"2016- 11- 16","338.50","341.50","343.50","338.50","145.24K","-0.88%"
"2016- 11- 15","341.50","337.00","342.25","335.75","190.52K","1.26%"
"2016- 11- 14","337.25","340.50","341.00","335.50","181.71K","-0.88%"
"2016- 11- 11","340.25","343.25","345.00","339.00","212.98K","-0.95%"
"2016- 11- 10","343.50","341.50","346.50","340.25","261.28K","0.81%"
"2016- 11- 09","340.75","353.00","355.00","340.50","323.41K","-3.81%"
"2016- 11- 08","354.25","346.00","356.50","345.00","351.91K","2.31%"
"2016- 11- 07","346.25","348.00","349.50","345.00","200.74K","-0.72%"
"2016- 11- 04","348.75","348.00","349.75","345.50","126.19K","0.22%"
"2016- 11- 03","348.00","346.25","348.75","345.00","138.70K","0.51%"
"2016- 11- 02","346.25","348.75","350.50","344.25","217.59K","-0.79%"
"2016- 11- 01","349.00","354.75","354.75","347.25","219.27K","-1.62%"
"2016- 10- 31","354.75","355.00","358.00","352.25","171.94K","-0.07%"
"2016- 10- 28","355.00","357.50","358.25","354.25","122.85K","-0.70%"
"2016- 10- 27","357.50","353.75","358.50","352.25","197.47K","0.99%"
"2016- 10- 26","354.00","349.25","355.75","349.00","170.68K","1.36%"
"2016- 10- 25","349.25","348.25","352.25","347.25","127.78K","0.29%"
"2016- 10- 24","348.25","351.50","354.50","346.25","152.70K","-1.21%"
"2016- 10- 21","352.50","351.25","354.25","350.50","115.81K","0.43%"
"2016- 10- 20","351.00","357.50","359.25","349.25","173.30K","-1.82%"
"2016- 10- 19","357.50","353.50","358.00","351.00","168.84K","1.06%"
"2016- 10- 18","353.75","354.25","357.50","351.50","140.47K","-0.07%"
"2016- 10- 17","354.00","353.00","357.75","350.25","150.35K","-0.07%"
"2016- 10- 14","354.25","349.50","358.75","348.75","275.68K","1.36%"
"2016- 10- 13","349.50","337.50","349.75","337.25","216.23K","3.71%"
"2016- 10- 12","337.00","345.00","348.50","336.50","219.04K","-2.46%"
"2016- 10- 11","345.50","343.00","347.00","341.00","148.30K","0.66%"
"2016- 10- 10","343.25","339.50","344.25","339.25","112.53K","1.03%"
"2016- 10- 07","339.75","340.75","344.75","339.50","173.88K","-0.22%"
"2016- 10- 06","340.50","347.25","347.75","338.50","178.13K","-2.08%"
"2016- 10- 05","347.75","347.75","349.25","345.25","142.71K","-0.14%"
"2016- 10- 04","348.25","345.00","349.00","343.50","158.04K","0.65%"
"2016- 10- 03","346.00","336.25","347.75","335.25","234.81K","2.75%"
"2016- 09- 30","336.75","329.00","337.50","325.00","258.97K","2.28%"
"2016- 09- 29","329.25","329.75","333.50","328.00","119.73K","0.00%"
"2016- 09- 28","329.25","331.75","332.50","328.75","107.53K","-0.75%"
"2016- 09- 27","331.75","329.25","332.50","327.25","147.07K","0.84%"
"2016- 09- 26","329.00","334.00","336.50","328.50","160.54K","-2.23%"
"2016- 09- 23","336.50","336.00","338.50","333.75","150.67K","-0.07%"
"2016- 09- 22","336.75","339.25","341.50","334.75","122.26K","-0.96%"
"2016- 09- 21","340.00","339.00","341.00","338.00","101.26K","-0.15%"
"2016- 09- 20","340.50","336.00","342.25","335.00","127.94K","0.96%"
"2016- 09- 19","337.25","337.25","340.00","332.25","139.74K","0.07%"
"2016- 09- 16","337.00","329.00","338.25","327.50","165.29K","2.12%"
"2016- 09- 15","330.00","331.50","334.75","327.50","131.02K","2.40%"
"2016- 09- 14","322.25","320.50","320.50","317.50","0.04K","0.94%"
"2016- 09- 13","319.25","329.25","330.00","320.25","0.71K","-3.04%"
"2016- 09- 12","329.25","329.25","330.50","326.00","1.20K","-0.23%"
"2016- 09- 09","330.00","326.50","330.50","323.75","0.78K","0.92%"
"2016- 09- 08","327.00","322.00","326.75","321.50","1.48K","1.87%"
"2016- 09- 07","321.00","316.25","322.00","315.00","2.57K","1.34%"
"2016- 09- 06","316.75","316.00","317.75","312.25","2.46K","0.08%"
"2016- 09- 02","316.50","311.00","317.75","311.00","3.41K","1.77%"
"2016- 09- 01","311.00","302.00","311.50","301.75","11.50K","3.15%"
"2016- 08- 31","301.50","304.00","307.25","301.00","25.26K","-0.82%"
"2016- 08- 30","304.00","311.75","312.75","303.50","132.22K","-2.49%"
"2016- 08- 29","311.75","316.25","318.75","310.75","128.34K","-1.42%"
"2016- 08- 26","316.25","323.50","325.25","315.75","98.58K","-2.24%"
"2016- 08- 25","323.50","327.00","328.50","322.25","94.42K","-1.22%"
"2016- 08- 24","327.50","328.25","330.50","325.50","77.91K","-0.30%"
"2016- 08- 23","328.50","333.00","333.00","326.50","90.24K","-1.43%"
"2016- 08- 22","333.25","333.75","334.50","330.50","71.84K","-0.30%"
"2016- 08- 19","334.25","332.25","334.75","330.00","85.60K","0.68%"
"2016- 08- 18","332.00","330.00","333.00","326.50","72.27K","0.53%"
"2016- 08- 17","330.25","327.25","330.75","327.00","103.66K","0.84%"
"2016- 08- 16","327.50","326.75","329.00","324.25","78.80K","0.31%"
"2016- 08- 15","326.50","321.25","329.00","321.00","75.70K","1.32%"
"2016- 08- 12","322.25","320.50","323.00","312.00","146.08K","0.39%"
"2016- 08- 11","321.00","322.25","323.75","320.50","125.76K","-0.47%"
"2016- 08- 10","322.50","322.00","325.50","321.25","148.92K","0.08%"
"2016- 08- 09","322.25","325.25","326.75","322.00","121.42K","-0.92%"
"2016- 08- 08","325.25","324.25","328.00","322.50","148.92K","0.31%"
"2016- 08- 05","324.25","320.50","325.00","320.00","139.53K","1.09%"
"2016- 08- 04","320.75","325.00","326.75","320.50","83.08K","-1.31%"
"2016- 08- 03","325.00","323.75","328.75","322.25","91.70K","0.23%"
"2016- 08- 02","324.25","325.25","327.50","319.50","120.08K","-0.46%"
"2016- 08- 01","325.75","332.50","333.75","325.50","83.57K","-2.62%"
"2016- 07- 29","334.50","331.25","335.00","328.75","102.31K","0.98%"
"2016- 07- 28","331.25","335.75","338.50","329.00","88.78K","-1.34%"
"2016- 07- 27","335.75","332.50","338.00","331.75","81.05K","0.98%"
"2016- 07- 26","332.50","333.50","336.50","331.00","95.06K","-0.67%"
"2016- 07- 25","334.75","335.00","338.25","330.25","92.72K","-0.07%"
"2016- 07- 22","335.00","334.50","336.75","326.75","101.55K","0.22%"
"2016- 07- 21","334.25","337.75","341.75","332.75","92.50K","-0.96%"
"2016- 07- 20","337.50","344.25","346.50","335.00","111.93K","-1.24%"
"2016- 07- 19","341.75","356.50","356.50","341.50","88.39K","-4.27%"
"2016- 07- 18","357.00","352.25","357.50","348.25","84.62K","1.35%"
"2016- 07- 15","352.25","356.50","361.00","343.00","104.62K","-2.76%"
"2016- 07- 14","362.25","369.50","374.50","360.00","0.23K","-0.96%"
"2016- 07- 13","365.75","353.00","372.75","348.50","0.67K","4.57%"
"2016- 07- 12","349.75","343.00","350.25","339.75","0.39K","1.75%"
"2016- 07- 11","343.75","354.25","354.75","341.75","1.16K","-1.72%"
"2016- 07- 08","349.75","337.25","349.00","336.75","1.16K","4.25%"
"2016- 07- 07","335.50","338.50","348.00","334.50","2.55K","-0.07%"
"2016- 07- 06","335.75","344.75","346.50","333.00","4.29K","-2.40%"
"2016- 07- 05","344.00","348.00","350.50","333.75","4.79K","-2.55%"
"2016- 07- 01","353.00","360.75","362.25","351.75","6.93K","-1.60%"
"2016- 06- 30","358.75","375.00","377.50","355.75","37.49K","-3.76%"
"2016- 06- 29","372.75","385.50","387.25","372.25","99.43K","-3.24%"
"2016- 06- 28","385.25","383.00","398.25","382.50","121.38K","0.00%"
"2016- 06- 27","385.25","384.25","392.00","383.00","123.57K","0.20%"
"2016- 06- 24","384.50","387.50","390.00","373.50","180.56K","-0.71%"
"2016- 06- 23","387.25","392.00","392.75","384.00","164.76K","-1.46%"
"2016- 06- 22","393.00","396.50","401.00","392.25","211.88K","-0.82%"
"2016- 06- 21","396.25","420.50","422.25","396.25","292.42K","-5.93%"
"2016- 06- 20","421.25","435.50","435.75","420.50","204.94K","-3.77%"
"2016- 06- 17","437.75","425.00","438.25","423.50","179.12K","2.94%"
"2016- 06- 16","425.25","426.25","429.75","420.50","196.40K","-0.87%"
"2016- 06- 15","429.00","435.75","439.00","428.50","186.44K","-1.72%"
"2016- 06- 14","436.50","429.50","436.75","423.50","236.33K","1.51%"
"2016- 06- 13","430.00","427.50","438.00","427.50","304.09K","1.65%"
"2016- 06- 10","423.00","426.50","437.00","420.00","291.07K","-0.82%"
"2016- 06- 09","426.50","430.25","430.25","423.25","262.53K","-1.10%"
"2016- 06- 08","431.25","427.25","439.25","426.50","342.76K","0.82%"
"2016- 06- 07","427.75","426.25","428.00","422.50","273.08K","0.12%"
"2016- 06- 06","427.25","419.75","427.50","419.25","223.12K","2.15%"
"2016- 06- 03","418.25","414.00","419.25","410.50","183.28K","0.72%"
"2016- 06- 02","415.25","413.75","419.50","412.50","223.63K","0.36%"
"2016- 06- 01","413.75","404.25","414.00","401.00","213.03K","2.22%"
"2016- 05- 31","404.75","412.50","413.00","404.00","205.69K","-1.94%"
"2016- 05- 27","412.75","408.00","413.50","406.50","174.31K","1.10%"
"2016- 05- 26","408.25","404.00","409.25","400.00","223.71K","0.86%"
"2016- 05- 25","404.75","396.50","405.00","395.75","170.81K","1.82%"
"2016- 05- 24","397.50","397.25","403.25","394.50","160.51K","-0.06%"
"2016- 05- 23","397.75","394.00","399.25","391.00","156.43K","0.82%"
"2016- 05- 20","394.50","390.00","396.75","389.00","177.95K","1.15%"
"2016- 05- 19","390.00","397.50","397.75","385.50","229.12K","-2.38%"
"2016- 05- 18","399.50","397.00","400.50","394.00","184.09K","0.63%"
"2016- 05- 17","397.00","392.50","398.00","391.75","193.69K","0.76%"
"2016- 05- 16","394.00","390.25","394.25","386.25","161.78K","3.14%"
"2016- 05- 13","382.00","380.25","385.50","380.25","0.29K","-0.84%"
"2016- 05- 12","385.25","374.75","386.00","374.50","0.79K","3.01%"
"2016- 05- 11","374.00","378.50","381.00","371.75","1.09K","-1.19%"
"2016- 05- 10","378.50","367.75","383.00","367.00","0.84K","2.92%"
"2016- 05- 09","367.75","379.50","379.50","367.00","1.04K","-2.19%"
"2016- 05- 06","376.00","372.25","377.50","372.25","1.55K","1.14%"
"2016- 05- 05","371.75","374.50","376.75","368.50","2.45K","-0.40%"
"2016- 05- 04","373.25","376.50","377.75","372.50","10.04K","-1.32%"
"2016- 05- 03","378.25","390.25","393.50","375.75","5.54K","-3.07%"
"2016- 05- 02","390.25","388.75","391.00","383.50","8.37K","0.00%"
"2016- 04- 29","390.25","387.00","392.00","385.00","20.11K","0.84%"
"2016- 04- 28","387.00","379.75","390.75","378.50","74.35K","1.64%"
"2016- 04- 27","380.75","382.00","382.75","377.00","89.20K","-0.39%"
"2016- 04- 26","382.25","377.25","383.00","374.00","110.84K","1.39%"
"2016- 04- 25","377.00","371.25","385.00","368.50","123.10K","1.41%"
"2016- 04- 22","371.75","384.25","384.25","370.50","174.98K","-3.32%"
"2016- 04- 21","384.50","394.00","402.00","383.25","191.43K","-2.60%"
"2016- 04- 20","394.75","384.50","395.50","383.25","217.78K","2.67%"
"2016- 04- 19","384.50","380.00","386.00","380.00","280.51K","0.92%"
"2016- 04- 18","381.00","375.25","384.00","375.00","222.14K","0.66%"
"2016- 04- 15","378.50","373.50","380.50","372.00","295.45K","1.20%"
"2016- 04- 14","374.00","373.00","374.50","369.75","296.75K","0.13%"
"2016- 04- 13","373.50","363.00","374.75","363.00","392.88K","2.96%"
"2016- 04- 12","362.75","357.00","365.50","356.75","341.62K","1.68%"
"2016- 04- 11","356.75","362.00","362.25","356.00","249.69K","-1.52%"
"2016- 04- 08","362.25","361.50","362.75","359.00","227.92K","0.21%"
"2016- 04- 07","361.50","357.75","362.00","357.50","281.79K","0.98%"
"2016- 04- 06","358.00","356.75","359.00","355.00","174.26K","0.35%"
"2016- 04- 05","356.75","354.50","357.00","353.50","208.62K","0.63%"
"2016- 04- 04","354.50","353.75","355.00","350.75","183.74K","0.14%"
"2016- 04- 01","354.00","351.75","354.50","347.25","268.65K","0.71%"
"2016- 03- 31","351.50","366.75","367.25","347.50","522.43K","-4.22%"
"2016- 03- 30","367.00","372.50","374.00","366.75","214.61K","-1.61%"
"2016- 03- 29","373.00","370.50","373.00","368.50","174.31K","0.67%"
"2016- 03- 28","370.50","369.50","372.00","367.75","127.56K","0.14%"
"2016- 03- 24","370.00","368.75","370.25","367.25","146.17K","0.41%"
"2016- 03- 23","368.50","369.75","370.00","366.00","126.70K","-0.41%"
"2016- 03- 22","370.00","369.00","371.75","368.75","148.11K","0.14%"
"2016- 03- 21","369.50","366.50","370.00","365.75","109.50K","0.68%"
"2016- 03- 18","367.00","368.00","369.25","366.00","96.10K","-0.41%"
"2016- 03- 17","368.50","368.25","372.00","366.50","197.30K","0.07%"
"2016- 03- 16","368.25","367.75","368.50","366.00","104.23K","-0.07%"
"2016- 03- 15","368.50","367.75","369.25","366.25","111.21K","0.48%"
"2016- 03- 14","366.75","366.00","367.75","364.25","0.39K","0.20%"
"2016- 03- 11","366.00","362.50","366.25","362.25","1.78K","0.97%"
"2016- 03- 10","362.50","358.50","363.00","357.75","0.80K","0.97%"
"2016- 03- 09","359.00","358.75","360.00","356.00","1.75K","0.07%"
"2016- 03- 08","358.75","355.00","361.00","354.25","1.19K","1.06%"
"2016- 03- 07","355.00","357.50","358.50","354.50","1.17K","0.14%"
"2016- 03- 04","354.50","354.00","357.75","353.50","2.34K","0.21%"
"2016- 03- 03","353.75","354.00","355.50","351.75","4.11K","-0.21%"
"2016- 03- 02","354.50","353.75","355.50","352.50","2.36K","0.21%"
"2016- 03- 01","353.75","353.50","355.00","353.00","11.13K","0.07%"
"2016- 02- 29","353.50","355.00","357.00","353.00","23.04K","-0.28%"
"2016- 02- 26","354.50","355.50","356.25","352.50","120.56K","-0.28%"
"2016- 02- 25","355.50","359.75","361.50","355.00","147.06K","-1.18%"
"2016- 02- 24","359.75","362.00","362.75","358.75","170.41K","-0.62%"
"2016- 02- 23","362.00","367.00","367.25","361.50","127.84K","-1.50%"
"2016- 02- 22","367.50","366.50","369.25","366.25","218.97K","0.55%"
"2016- 02- 19","365.50","365.25","367.50","364.75","197.44K","0.00%"
"2016- 02- 18","365.50","367.00","368.00","365.25","231.65K","-0.48%"
"2016- 02- 17","367.25","362.75","367.50","362.00","174.34K","1.17%"
"2016- 02- 16","363.00","359.75","363.50","359.00","213.50K","1.18%"
"2016- 02- 12","358.75","361.00","362.00","358.25","183.83K","-0.42%"
"2016- 02- 11","360.25","360.00","363.25","358.50","219.26K","0.00%"
"2016- 02- 10","360.25","361.00","361.75","359.25","148.37K","-0.21%"
"2016- 02- 09","361.00","362.25","362.75","359.25","262.40K","-0.35%"
"2016- 02- 08","362.25","366.00","367.00","361.50","222.97K","-0.96%"
"2016- 02- 05","365.75","369.00","369.50","365.50","232.06K","-0.75%"
"2016- 02- 04","368.50","371.00","373.50","368.00","181.87K","-0.67%"
"2016- 02- 03","371.00","372.00","373.25","370.25","156.55K","-0.40%"
"2016- 02- 02","372.50","371.25","373.75","369.00","203.48K","0.34%"
"2016- 02- 01","371.25","371.00","371.75","367.75","144.22K","-0.20%"
"2016- 01- 29","372.00","365.25","372.50","365.00","220.97K","1.78%"
"2016- 01- 28","365.50","368.75","370.25","365.00","180.82K","-1.02%"
"2016- 01- 27","369.25","368.75","371.00","367.50","176.39K","0.00%"
"2016- 01- 26","369.25","369.25","372.00","367.00","167.69K","-0.14%"
"2016- 01- 25","369.75","370.00","373.00","368.00","153.21K","-0.14%"
"2016- 01- 22","370.25","366.75","371.50","366.50","163.78K","0.89%"
"2016- 01- 21","367.00","368.75","372.00","365.50","245.07K","-0.47%"
"2016- 01- 20","368.75","367.50","369.25","365.25","193.97K","0.27%"
"2016- 01- 19","367.75","364.00","369.50","364.00","227.11K","1.24%"
"2016- 01- 18","363.25","363.25","363.25","363.25","","0.03%"
"2016- 01- 17","363.13","363.13","363.13","363.13","","-0.03%"
"2016- 01- 15","363.25","358.00","363.50","356.00","179.66K","1.47%"
"2016- 01- 14","358.00","357.75","360.25","355.50","163.85K","0.00%"
"2016- 01- 13","358.00","356.00","360.75","355.50","216.87K","0.35%"
"2016- 01- 12","356.75","352.00","363.75","349.50","298.18K","1.42%"
"2016- 01- 11","351.75","357.00","357.25","349.50","174.49K","-1.47%"
"2016- 01- 08","357.00","353.00","357.75","352.75","178.65K","1.13%"
"2016- 01- 07","353.00","353.25","354.25","348.50","151.66K","-0.07%"
"2016- 01- 06","353.25","353.50","354.75","350.25","138.86K","0.07%"
"2016- 01- 05","353.00","352.75","356.00","351.75","147.26K","0.43%"
"2016- 01- 04","351.50","359.50","360.00","350.50","188.75K","-2.02%"
"2015- 12- 31","358.75","358.50","360.25","357.50","77.00K","-0.07%"
"2015- 12- 30","359.00","362.50","364.00","358.00","102.10K","-0.97%"
"2015- 12- 29","362.50","361.00","363.00","357.00","123.50K","0.42%"
"2015- 12- 28","361.00","363.75","365.50","360.50","101.01K","-0.96%"
"2015- 12- 24","364.50","365.00","365.75","363.50","57.48K","-0.27%"
"2015- 12- 23","365.50","366.50","367.75","364.50","95.52K","-0.20%"
"2015- 12- 22","366.25","372.00","374.50","366.00","124.22K","-1.55%"
"2015- 12- 21","372.00","374.00","377.00","369.75","129.72K","-0.67%"
"2015- 12- 18","374.50","374.25","379.50","372.75","180.30K","0.07%"
"2015- 12- 17","374.25","370.25","375.00","362.50","269.29K","1.22%"
"2015- 12- 16","369.75","377.00","377.75","369.25","159.02K","-1.99%"
"2015- 12- 15","377.25","378.25","379.50","375.75","103.75K","-1.18%"
"2015- 12- 14","381.75","373.50","381.75","373.50","1.01K","2.35%"
"2015- 12- 11","373.00","377.00","378.75","372.75","2.06K","-1.13%"
"2015- 12- 10","377.25","372.50","379.25","371.75","2.95K","1.48%"
"2015- 12- 09","371.75","370.75","376.75","368.50","3.55K","0.47%"
"2015- 12- 08","370.00","369.00","371.00","367.25","3.12K","0.41%"
"2015- 12- 07","368.50","375.75","376.00","368.00","3.40K","-2.06%"
"2015- 12- 04","376.25","370.00","376.50","369.75","4.95K","1.62%"
"2015- 12- 03","370.25","363.75","371.25","361.25","11.68K","1.72%"
"2015- 12- 02","364.00","367.00","367.00","363.50","4.78K","-0.82%"
"2015- 12- 01","367.00","365.25","368.75","364.50","10.60K","0.55%"
"2015- 11- 30","365.00","359.75","366.00","359.25","33.64K","1.60%"
"2015- 11- 27","359.25","365.25","365.75","358.75","73.10K","-1.84%"
"2015- 11- 25","366.00","364.25","366.50","364.00","147.25K","0.48%"
"2015- 11- 24","364.25","367.00","367.25","364.00","163.37K","-0.82%"
"2015- 11- 23","367.25","362.50","367.50","360.00","177.57K","1.10%"
"2015- 11- 20","363.25","363.50","366.50","362.00","188.67K","-0.27%"
"2015- 11- 19","364.25","361.75","365.50","360.25","175.84K","0.69%"
"2015- 11- 18","361.75","362.00","364.25","358.50","245.40K","-0.07%"
"2015- 11- 17","362.00","360.00","362.50","358.25","195.76K","0.56%"
"2015- 11- 16","360.00","358.25","360.75","357.25","139.16K","0.49%"
"2015- 11- 13","358.25","361.50","362.25","358.00","165.82K","-1.04%"
"2015- 11- 12","362.00","361.75","363.50","359.25","264.49K","-0.07%"
"2015- 11- 11","362.25","360.50","363.50","359.50","274.52K","0.91%"
"2015- 11- 10","359.00","367.00","367.75","356.00","428.76K","-2.11%"
"2015- 11- 09","366.75","372.75","375.50","366.50","295.99K","-1.68%"
"2015- 11- 06","373.00","374.75","375.25","370.00","218.10K","-0.40%"
"2015- 11- 05","374.50","379.50","379.75","373.75","241.09K","-1.58%"
"2015- 11- 04","380.50","379.50","383.50","376.50","245.05K","0.00%"
"2015- 11- 03","380.50","376.50","382.25","375.75","247.28K","1.06%"
"2015- 11- 02","376.50","381.25","381.75","376.00","173.28K","-1.50%"
"2015- 10- 30","382.25","379.75","383.75","378.75","152.85K","0.59%"
"2015- 10- 29","380.00","376.00","380.50","375.50","146.18K","1.06%"
"2015- 10- 28","376.00","379.75","380.75","375.75","153.09K","-1.05%"
"2015- 10- 27","380.00","384.00","387.50","379.00","205.74K","-1.17%"
"2015- 10- 26","384.50","380.00","385.75","378.00","200.13K","1.25%"
"2015- 10- 23","379.75","377.75","380.00","375.00","171.65K","0.40%"
"2015- 10- 22","378.25","380.25","383.50","377.50","132.71K","-0.66%"
"2015- 10- 21","380.75","377.00","381.00","375.50","215.67K","1.06%"
"2015- 10- 20","376.75","372.75","377.75","372.00","169.21K","1.01%"
"2015- 10- 19","373.00","377.25","377.50","372.50","120.05K","-1.00%"
"2015- 10- 16","376.75","375.50","378.00","372.50","142.26K","0.33%"
"2015- 10- 15","375.50","378.75","379.50","375.00","123.42K","-0.92%"
"2015- 10- 14","379.00","384.50","386.75","378.50","137.52K","-1.43%"
"2015- 10- 13","384.50","381.00","384.75","379.00","148.07K","0.98%"
"2015- 10- 12","380.75","381.50","385.25","380.25","134.60K","-0.52%"
"2015- 10- 09","382.75","391.00","394.25","381.50","262.77K","-2.17%"
"2015- 10- 08","391.25","394.75","395.75","390.50","131.35K","-1.14%"
"2015- 10- 07","395.75","397.50","399.75","393.75","146.39K","-0.63%"
"2015- 10- 06","398.25","392.75","399.00","391.75","190.31K","1.21%"
"2015- 10- 05","393.50","389.25","394.00","388.75","113.45K","1.09%"
"2015- 10- 02","389.25","388.00","391.50","384.00","164.40K","0.13%"
"2015- 10- 01","388.75","387.75","393.00","385.00","136.43K","0.26%"
"2015- 09- 30","387.75","389.00","394.50","383.50","268.86K","-0.32%"
"2015- 09- 29","389.00","387.25","389.50","385.00","128.65K","0.58%"
"2015- 09- 28","386.75","388.75","392.50","383.75","143.67K","-0.58%"
"2015- 09- 25","389.00","381.25","389.50","381.00","143.04K","1.97%"
"2015- 09- 24","381.50","382.75","384.00","379.25","106.34K","-0.46%"
"2015- 09- 23","383.25","379.50","384.50","379.00","99.20K","0.72%"
"2015- 09- 22","380.50","384.00","384.50","377.25","125.42K","-1.04%"
"2015- 09- 21","384.50","376.50","385.50","375.00","148.75K","1.92%"
"2015- 09- 18","377.25","380.00","382.50","376.50","122.70K","-0.66%"
"2015- 09- 17","379.75","385.25","385.50","379.25","100.75K","-1.62%"
"2015- 09- 16","386.00","390.00","391.00","383.00","136.52K","-1.15%"
"2015- 09- 15","390.50","392.75","395.00","388.75","137.58K","3.03%"
"2015- 09- 14","379.00","377.50","381.00","375.00","0.74K","1.20%"
"2015- 09- 11","374.50","361.75","374.75","357.00","2.23K","3.52%"
"2015- 09- 10","361.75","356.00","362.25","355.50","2.09K","1.47%"
"2015- 09- 09","356.50","353.25","359.25","353.25","4.07K","0.42%"
"2015- 09- 08","355.00","354.25","355.50","351.00","4.76K","1.57%"
"2015- 09- 04","349.50","348.00","351.00","346.75","5.79K","0.50%"
"2015- 09- 03","347.75","354.00","354.50","347.25","8.52K","-1.77%"
"2015- 09- 02","354.00","356.75","358.00","351.25","8.73K","-0.56%"
"2015- 09- 01","356.00","362.50","362.50","355.25","14.22K","-2.13%"
"2015- 08- 31","363.75","362.25","365.25","359.75","26.93K","0.14%"
"2015- 08- 28","363.25","362.50","368.75","362.25","121.53K","-0.14%"
"2015- 08- 27","363.75","362.50","367.25","360.25","128.43K","0.55%"
"2015- 08- 26","361.75","365.25","369.00","361.50","82.91K","-1.03%"
"2015- 08- 25","365.50","368.00","375.00","363.75","110.03K","-0.88%"
"2015- 08- 24","368.75","365.00","370.25","354.00","157.28K","0.96%"
